D_train,D_test,ratio,mode,phase,base_seed,acc_pct_mean_over_retime_seeds,n_retime_seeds
60,150,2.5,rand_complex,transfer,8,43.617,3
60,150,2.5,rand_complex,transfer,9,33.4,3
60,150,2.5,rand_complex,transfer,72,41.733,3
60,160,2.6667,hippo,recovery,1,44.617,3
60,160,2.6667,hippo,recovery,2,62.417,3
60,160,2.6667,hippo,recovery,3,71.433,3
60,160,2.6667,hippo,recovery,4,58.233,3
60,160,2.6667,hippo,recovery,5,56.783,3
60,160,2.6667,hippo,recovery,6,75.783,3
60,160,2.6667,hippo,recovery,7,74.267,3
60,160,2.6667,hippo,recovery,8,65.8,3
60,160,2.6667,hippo,recovery,9,71.433,3
60,160,2.6667,hippo,recovery,72,78.6,3
60,160,2.6667,hippo,transfer,1,35.067,3
60,160,2.6667,hippo,transfer,2,57.0,3
60,160,2.6667,hippo,transfer,3,51.95,3
60,160,2.6667,hippo,transfer,4,52.567,3
60,160,2.6667,hippo,transfer,5,38.083,3
60,160,2.6667,hippo,transfer,6,63.95,3
60,160,2.6667,hippo,transfer,7,47.15,3
60,160,2.6667,hippo,transfer,8,37.583,3
60,160,2.6667,hippo,transfer,9,56.067,3
60,160,2.6667,hippo,transfer,72,59.983,3
60,160,2.6667,rand_complex,recovery,1,61.967,3
60,160,2.6667,rand_complex,recovery,2,56.883,3
60,160,2.6667,rand_complex,recovery,3,55.0,3
60,160,2.6667,rand_complex,recovery,4,41.883,3
60,160,2.6667,rand_complex,recovery,5,53.2,3
60,160,2.6667,rand_complex,recovery,6,53.067,3
60,160,2.6667,rand_complex,recovery,7,67.05,3
60,160,2.6667,rand_complex,recovery,8,49.433,3
60,160,2.6667,rand_complex,recovery,9,55.417,3
60,160,2.6667,rand_complex,recovery,72,57.833,3
60,160,2.6667,rand_complex,transfer,1,40.25,3
60,160,2.6667,rand_complex,transfer,2,33.433,3
60,160,2.6667,rand_complex,transfer,3,34.617,3
60,160,2.6667,rand_complex,transfer,4,34.183,3
60,160,2.6667,rand_complex,transfer,5,42.467,3
60,160,2.6667,rand_complex,transfer,6,35.983,3
60,160,2.6667,rand_complex,transfer,7,36.4,3
60,160,2.6667,rand_complex,transfer,8,40.017,3
60,160,2.6667,rand_complex,transfer,9,32.8,3
60,160,2.6667,rand_complex,transfer,72,39.817,3
60,170,2.8333,hippo,recovery,1,47.133,3
60,170,2.8333,hippo,recovery,2,64.8,3
60,170,2.8333,hippo,recovery,3,70.483,3
60,170,2.8333,hippo,recovery,4,54.433,3
60,170,2.8333,hippo,recovery,5,51.7,3
60,170,2.8333,hippo,recovery,6,80.017,3
60,170,2.8333,hippo,recovery,7,74.7,3
60,170,2.8333,hippo,recovery,8,67.233,3
60,170,2.8333,hippo,recovery,9,75.15,3
60,170,2.8333,hippo,recovery,72,75.383,3
60,170,2.8333,hippo,transfer,1,35.25,3
60,170,2.8333,hippo,transfer,2,55.067,3
60,170,2.8333,hippo,transfer,3,45.933,3
60,170,2.8333,hippo,transfer,4,51.867,3
60,170,2.8333,hippo,transfer,5,37.883,3
60,170,2.8333,hippo,transfer,6,66.633,3
60,170,2.8333,hippo,transfer,7,45.817,3
60,170,2.8333,hippo,transfer,8,36.15,3
60,170,2.8333,hippo,transfer,9,53.017,3
60,170,2.8333,hippo,transfer,72,58.617,3
60,170,2.8333,rand_complex,recovery,1,57.333,3
60,170,2.8333,rand_complex,recovery,2,55.617,3
60,170,2.8333,rand_complex,recovery,3,50.417,3
60,170,2.8333,rand_complex,recovery,4,38.517,3
60,170,2.8333,rand_complex,recovery,5,49.95,3
60,170,2.8333,rand_complex,recovery,6,49.6,3
60,170,2.8333,rand_complex,recovery,7,66.25,3
60,170,2.8333,rand_complex,recovery,8,46.733,3
60,170,2.8333,rand_complex,recovery,9,50.8,3
60,170,2.8333,rand_complex,recovery,72,55.867,3
60,170,2.8333,rand_complex,transfer,1,38.45,3
60,170,2.8333,rand_complex,transfer,2,33.433,3
60,170,2.8333,rand_complex,transfer,3,35.05,3
60,170,2.8333,rand_complex,transfer,4,34.1,3
60,170,2.8333,rand_complex,transfer,5,41.567,3
60,170,2.8333,rand_complex,transfer,6,34.567,3
60,170,2.8333,rand_complex,transfer,7,35.817,3
60,170,2.8333,rand_complex,transfer,8,36.367,3
60,170,2.8333,rand_complex,transfer,9,31.867,3
60,170,2.8333,rand_complex,transfer,72,37.633,3
60,180,3.0,hippo,recovery,1,48.5,3
60,180,3.0,hippo,recovery,2,64.017,3
60,180,3.0,hippo,recovery,3,69.667,3
60,180,3.0,hippo,recovery,4,50.167,3
60,180,3.0,hippo,recovery,5,50.55,3
60,180,3.0,hippo,recovery,6,80.733,3
60,180,3.0,hippo,recovery,7,75.6,3
60,180,3.0,hippo,recovery,8,68.367,3
60,180,3.0,hippo,recovery,9,74.233,3
60,180,3.0,hippo,recovery,72,75.983,3
60,180,3.0,hippo,transfer,1,35.267,3
60,180,3.0,hippo,transfer,2,53.083,3
60,180,3.0,hippo,transfer,3,43.617,3
60,180,3.0,hippo,transfer,4,51.267,3
60,180,3.0,hippo,transfer,5,37.433,3
60,180,3.0,hippo,transfer,6,73.95,3
60,180,3.0,hippo,transfer,7,43.483,3
60,180,3.0,hippo,transfer,8,40.133,3
60,180,3.0,hippo,transfer,9,51.4,3
60,180,3.0,hippo,transfer,72,54.35,3
60,180,3.0,rand_complex,recovery,1,54.133,3
60,180,3.0,rand_complex,recovery,2,54.017,3
60,180,3.0,rand_complex,recovery,3,48.017,3
60,180,3.0,rand_complex,recovery,4,39.417,3
60,180,3.0,rand_complex,recovery,5,43.25,3
60,180,3.0,rand_complex,recovery,6,47.7,3
60,180,3.0,rand_complex,recovery,7,61.35,3
60,180,3.0,rand_complex,recovery,8,45.95,3
60,180,3.0,rand_complex,recovery,9,49.25,3
60,180,3.0,rand_complex,recovery,72,55.533,3
60,180,3.0,rand_complex,transfer,1,38.25,3
60,180,3.0,rand_complex,transfer,2,33.433,3
60,180,3.0,rand_complex,transfer,3,35.667,3
60,180,3.0,rand_complex,transfer,4,34.25,3
60,180,3.0,rand_complex,transfer,5,40.15,3
60,180,3.0,rand_complex,transfer,6,34.017,3
60,180,3.0,rand_complex,transfer,7,35.317,3
60,180,3.0,rand_complex,transfer,8,34.483,3
60,180,3.0,rand_complex,transfer,9,32.433,3
60,180,3.0,rand_complex,transfer,72,35.7,3
60,190,3.1667,hippo,recovery,1,41.817,3
60,190,3.1667,hippo,recovery,2,62.567,3
60,190,3.1667,hippo,recovery,3,69.133,3
60,190,3.1667,hippo,recovery,4,48.217,3
60,190,3.1667,hippo,recovery,5,53.383,3
60,190,3.1667,hippo,recovery,6,79.35,3
60,190,3.1667,hippo,recovery,7,74.133,3
60,190,3.1667,hippo,recovery,8,64.45,3
60,190,3.1667,hippo,recovery,9,67.383,3
60,190,3.1667,hippo,recovery,72,74.817,3
60,190,3.1667,hippo,transfer,1,34.183,3
60,190,3.1667,hippo,transfer,2,51.2,3
60,190,3.1667,hippo,transfer,3,42.817,3
60,190,3.1667,hippo,transfer,4,50.567,3
60,190,3.1667,hippo,transfer,5,36.417,3
60,190,3.1667,hippo,transfer,6,78.367,3
60,190,3.1667,hippo,transfer,7,42.75,3
60,190,3.1667,hippo,transfer,8,43.8,3
60,190,3.1667,hippo,transfer,9,50.033,3
60,190,3.1667,hippo,transfer,72,51.517,3
60,190,3.1667,rand_complex,recovery,1,54.15,3
60,190,3.1667,rand_complex,recovery,2,51.333,3
60,190,3.1667,rand_complex,recovery,3,44.717,3
60,190,3.1667,rand_complex,recovery,4,36.8,3
60,190,3.1667,rand_complex,recovery,5,44.3,3
60,190,3.1667,rand_complex,recovery,6,46.183,3
60,190,3.1667,rand_complex,recovery,7,63.267,3
60,190,3.1667,rand_complex,recovery,8,45.317,3
60,190,3.1667,rand_complex,recovery,9,46.583,3
60,190,3.1667,rand_complex,recovery,72,55.1,3
60,190,3.1667,rand_complex,transfer,1,38.5,3
60,190,3.1667,rand_complex,transfer,2,33.433,3
60,190,3.1667,rand_complex,transfer,3,35.517,3
60,190,3.1667,rand_complex,transfer,4,34.383,3
60,190,3.1667,rand_complex,transfer,5,37.617,3
60,190,3.1667,rand_complex,transfer,6,33.95,3
60,190,3.1667,rand_complex,transfer,7,35.283,3
60,190,3.1667,rand_complex,transfer,8,33.8,3
60,190,3.1667,rand_complex,transfer,9,33.383,3
60,190,3.1667,rand_complex,transfer,72,34.767,3
60,200,3.3333,hippo,recovery,1,42.7,3
60,200,3.3333,hippo,recovery,2,63.967,3
60,200,3.3333,hippo,recovery,3,66.967,3
60,200,3.3333,hippo,recovery,4,48.433,3
60,200,3.3333,hippo,recovery,5,54.133,3
60,200,3.3333,hippo,recovery,6,78.05,3
60,200,3.3333,hippo,recovery,7,64.817,3
60,200,3.3333,hippo,recovery,8,65.65,3
60,200,3.3333,hippo,recovery,9,67.867,3
60,200,3.3333,hippo,recovery,72,71.883,3
60,200,3.3333,hippo,transfer,1,33.2,3
60,200,3.3333,hippo,transfer,2,48.4,3
60,200,3.3333,hippo,transfer,3,42.55,3
60,200,3.3333,hippo,transfer,4,49.7,3
60,200,3.3333,hippo,transfer,5,35.85,3
60,200,3.3333,hippo,transfer,6,75.033,3
60,200,3.3333,hippo,transfer,7,43.6,3
60,200,3.3333,hippo,transfer,8,46.867,3
60,200,3.3333,hippo,transfer,9,49.1,3
60,200,3.3333,hippo,transfer,72,49.267,3
60,200,3.3333,rand_complex,recovery,1,52.633,3
60,200,3.3333,rand_complex,recovery,2,48.75,3
60,200,3.3333,rand_complex,recovery,3,43.633,3
60,200,3.3333,rand_complex,recovery,4,35.95,3
60,200,3.3333,rand_complex,recovery,5,43.617,3
60,200,3.3333,rand_complex,recovery,6,45.633,3
60,200,3.3333,rand_complex,recovery,7,57.717,3
60,200,3.3333,rand_complex,recovery,8,43.783,3
60,200,3.3333,rand_complex,recovery,9,55.567,3
60,200,3.3333,rand_complex,recovery,72,52.867,3
60,200,3.3333,rand_complex,transfer,1,36.233,3
60,200,3.3333,rand_complex,transfer,2,33.433,3
60,200,3.3333,rand_complex,transfer,3,34.717,3
60,200,3.3333,rand_complex,transfer,4,34.2,3
60,200,3.3333,rand_complex,transfer,5,36.083,3
60,200,3.3333,rand_complex,transfer,6,33.95,3
60,200,3.3333,rand_complex,transfer,7,34.917,3
60,200,3.3333,rand_complex,transfer,8,33.75,3
60,200,3.3333,rand_complex,transfer,9,33.75,3
60,200,3.3333,rand_complex,transfer,72,34.1,3
